,cc,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,Cons,BokoHaram,is_urban
3287,95231,4618682,120,CAO1519,1519,28/07/2018,43309,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Maigobouri,10.9991,13.9432,1,Local sources,Local,"On 28 July, the son of the local chief was kidnapped by BH militants in Maigobouri, Mayo Moskota. His body wound found on 30 July.",1,1552576468,CMR,14650,1,False
3288,95232,4618683,120,CAO1520,1520,28/07/2018,43309,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Hina,Hina Marbak,10.3659,13.8484,1,Local sources,Local,"On 28 July, BH men attacked Hina killing 5 men and kidnapping 1.",5,1552576468,CMR,14651,1,False
3290,94963,4618370,566,NIG12913,12913,29/07/2018,43310,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Dikwa,,Tongule,12.0001,13.8478,2,PM News; The Sun,National,"29 July. Air forces launch an attack on a Boko Haram position at Tongule, 9km SW of Dikwa (approx coordinates used). As a result of the air strikes, several Boko Haram were neutralised in the village while a few survivors, seen fleeing the location, were taken out in subsequent follow-up attacks. Exact causality numbers not known - The Sun claims ""scores.""",10,1552576468,NGA,14632,1,False
3289,94736,4618365,120,CAO1521,1521,29/07/2018,43310,2018,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,2,L'Oeil du Sahel,Subnational,"On 29 July, at least 4 civilians were killed by a suspected BH landmine explosion in Blamahadji village on the route to Banki, Nigeria.",4,1552576468,CMR,14592,1,False
3291,94270,4618021,120,CAO1525,1525,31/07/2018,43312,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,L'Oeil du Sahel,Subnational,"On 31 July, a Boko Haram man was killed during clashes with the Cameroonian army in Amchide.",1,1552576467,CMR,14525,1,False
3292,93533,4617458,566,NIG12931,12931,2/08/2018,43314,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Kukawa,,Malari,13.0023,13.3632,2,The Sun,National,"On 2 August, Nigerian soldiers ambushed BH militants around Malari village, Borno State, killing two and forcing the others to flee into the bush.",2,1552576467,NGA,14423,1,False
3293,93654,4617210,562,NIR647,647,2/08/2018,43314,2018,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Ilaworo,13.4554,12.8464,2,Urgence Diffa (Facebook),Other,"On August 2, presumed ISWAP militants abducted a young school girl in the area of the IDP site NGuaguam (coded as Ilaworo at geoprecision 2).",0,1552576466,NER,14446,1,False
3294,93202,4617201,120,CAO1531,1531,3/08/2018,43315,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Mozogo,10.9638,13.9065,2,L'Oeil du Sahel,Subnational,"On 3 August, 3 BH fighters were killed during clashes with Cameroonian soldiers in Ldaoutsaf, Mayo Moskota.",3,1552576466,CMR,14372,1,False
3295,93330,4617135,120,CAO1530,1530,3/08/2018,43315,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Gakara,11.1468,13.892999999999999,1,L'Oeil du Sahel,Subnational,"On 3 August, a man was killed in Gakara during a Boko Haram attack.",1,1552576466,CMR,14409,1,False
3296,93335,4617137,566,NIG12932,12932,3/08/2018,43315,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Monguno,Monguno,Monguno,12.6786,13.6079,2,Vanguard (Lagos),National,"03 August. Suspected Barnawi faction Boko Haram attacks Gasarwa village (Monguno LGA) during the late hours. At least five fatalities, homes destroyed.",5,1552576466,NGA,14411,1,True
3297,93337,5124844,566,NIG12933,12933,3/08/2018,43315,2018,1,Battles,Government regains territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Konduga,Konduga,Konduga,11.6558,13.4213,2,Vanguard (Lagos),National,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in recent attacks on Zurmi LGA villages. Forces cleared Mashema, Kwadi, Kagara, Gambiru (coordinates approx). The exact date of the operations is not known. Two perpetrator kingpins were neutralized in Yanwari and Mai Tukunya (coordinates approx). At least 20 fatalities.",10,1555346744,NGA,14412,1,True
3298,93345,4617040,566,NIG12935,12935,3/08/2018,43315,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Monguno,Monguno,Monguno,12.6786,13.6079,2,BBC,International,"On 3 August, Nigerian airstrikes on BH men in Daban Masara, Monguno, Borno, were launched. Several dead reported (unknown coded as 10).",10,1552576466,NGA,14416,1,True
3299,92648,4616585,566,NIG12947,12947,5/08/2018,43317,2018,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,This Day,National,"On 5 August, at least 2 suspected BH suicide bombers exploded themselves in the Kalari area of Maiduguri, Borno, killing only themselves and wounding 3 civilians. Some sources mention five suicide bombers.",2,1552576465,NGA,14307,1,True
3300,92657,4616477,120,CAO1540,1540,5/08/2018,43317,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Ngame,11.7131,14.71,1,Local sources,Local,"On 5 August, BH men attacked the Ngame village, 15km from Waza, firing shots in the air that forced the populations to flee and looting the entire village.",0,1552576465,CMR,14311,1,False
3303,92350,4616229,566,NIG12949,12949,6/08/2018,43318,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Jere,,Munduri,12.0519,13.1446,2,AFP; Defense Post,International,"On 6 August, BH men attacked the Munduri village, 13km north of Maiduguri, Borno (approx. coordinates used). 7 civilians, caught while fleeing, were executed.",7,1552576465,NGA,14270,1,False
3301,92263,4616323,566,NIG12951,12951,6/08/2018,43318,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Guzamala,Gudumbali West,Gudumbali,12.944,13.184000000000001,2,Vanguard,National,"On 6 August, the Nigerian army repelled an attack coordinated by Boko Haram insurgents on a military formation at Gundari, Guzamala Local Government Area of Borno. 7 BH men killed and 8 soldiers wounded.",7,1552576465,NGA,14245,1,False
3302,92320,4616284,120,CAO1543,1543,6/08/2018,43318,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Zaman,12.5403,14.3631,1,Local sources,Local,"On 6 August, BH men attacked the Zaman village, 17 km from Makary, killing one vigilante.",1,1552576465,CMR,14253,1,False
3308,91803,5127078,566,NIG14362,14362,8/08/2018,43320,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Mobbar,Damasak,Damasak,13.0977,12.4952,1,Weekly Trust; Vanguard (Nigeria),National,08 August. A member of the National Emergency Management Agency and 18 soldiers were killed (19 fatalities coded across 2 events) by Boko Haram in Damasak and Gudumbali of Borno State.,9,1555346747,NGA,14210,1,False
3307,91704,5124845,566,NIG12964,12964,8/08/2018,43320,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Guzamala,Gudumbali West,Gudumbali,12.944,13.184000000000001,1,Weekly Trust; Vanguard (Nigeria),National,08 August. A member of the National Emergency Management Agency and 18 soldiers were killed (19 fatalities coded across 2 events) by Boko Haram in Damasak and Gudumbali of Borno State.,10,1555346744,NGA,14204,1,False
3304,91583,4615820,120,CAO1549,1549,8/08/2018,43320,2018,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Afade,12.2198,14.6543,1,Local sources,Local,"On 8 August, BH men attacked the Afade village: 7 BH killed and 1 arrested after clashes with Cameroonian soldiers.",7,1552576464,CMR,14160,1,False
3305,91593,4615802,566,NIG12954,12954,8/08/2018,43320,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Guzamala,,Garunda,12.9975,12.9855,1,Agence France Presse,International,"On 8 August, BH men attacked the military bas of Garunda village, Borno State, killing 17 soldiers and wounding 14. An unspecified number is still unaccounted. BH men looted weapons and vehicles before fleeing.",17,1552576464,NGA,14168,1,False
3306,91670,4615804,562,NIR648,648,8/08/2018,43320,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Toumour,Toumour,13.6669,13.1198,1,Xinhua,International,"On August 8, presumed ISWAP militants attacked the village of Toumour, killing at least one individual and looting shops in the locality.",1,1552576464,NER,14192,1,False
3309,91327,4615462,120,CAO1550,1550,9/08/2018,43321,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,Local sources,Local,"On 9 August, Boko Haram men killed a man at his residence in Limani, Mayo Sava.",1,1552576464,CMR,14147,1,False
3310,90991,4615071,566,NIG12967,12967,10/08/2018,43322,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Monguno,Monguno,Monguno,12.6786,13.6079,2,Weekly Trust,National,"10 August. Military air forces carry out a strike on the Boko Haram base at Daban Masara, situated on the southern shores of Lake Chad. Several Boko Haram fighters killed and two buildings, believe to be housing them, were destroyed. Unknown fatality number codd as 10.",10,1552576464,NGA,14113,1,True
3315,90614,4614895,120,CAO1554,1554,11/08/2018,43323,2018,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Blangoua,Gore Kendi,12.7944,14.3332,2,Local sources,Local,"On 11 August, BH men kidnapped a woman in Gore Djidda, 26km from Makary, close to the Lake Chad.",0,1552576463,CMR,14081,1,False
3311,90451,4614908,120,CAO1555,1555,11/08/2018,43323,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Mokolo,10.7424,13.8023,2,Local sources,Local,"On 11 August, BH men attacked Cameroonian soldiers in Gosi, Mokolo, Mayo Tsanaga: 1 assailant killed and several wounded.",1,1552576463,CMR,14041,1,True
3312,90455,4614889,566,NIG12972,12972,11/08/2018,43323,2018,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Adamawa,Madagali,Madagali,Madagali,10.8864,13.63,1,Daily Trust (Abuja),National,"11 August. Two Boko Haram sucide bombers attack a Madagali market. 10 fatalities, plus two bombers.",12,1552576463,NGA,14045,1,True
3313,90456,4614890,566,NIG12974,12974,11/08/2018,43323,2018,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Bama,Banki,Banki,11.6621,14.0201,1,Weekly Trust,National,"11 August. Militiary forces kill two members of Boko Haram and arrest a third in Banki, Bama LGA. The arrested was revealed to be Maje Lawan, a known and wanted member of the group.",2,1552576463,NGA,14046,1,False
3314,90596,4614714,120,CAO1552,1552,11/08/2018,43323,2018,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Health Workers (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Diamare,Darak,Darak,10.6316,14.6588,2,L'Oeil du Sahel,Subnational,"On 11 August, the chief of the Naga health center, Darak, was kidnapped by Boko Haram men.",0,1552576463,CMR,14073,1,False
3316,90287,4614610,566,NIG13833,13833,12/08/2018,43324,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Monguno,Monguno,Monguno,12.6786,13.6079,2,Amaq; Telegram,Other,"On 12 August 2018, 7 Nigerian army soldiers were killed in an attack by the IS-aligned Boko Haram soldiers near Lake Chad. Weapons and amunitions were also seized.",7,1552576463,NGA,14031,1,True
3318,89815,4614369,120,CAO1559,1559,13/08/2018,43325,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Makari,12.5628,14.4442,2,Local sources,Local,"On 13 August, BH and Cameroonian soldiers clashed in a locality close to Garno, Makary: 2 soldiers and 8 BH men dead, several wounded.",10,1552576463,CMR,13970,1,False
3317,89814,4614368,120,CAO1558,1558,13/08/2018,43325,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,2,Local sources,Local,"On 13 August, Cameroonian soldiers and BH men clashed in Garno, Fotokol, Logone-et-Chari: 8 BH dead, 2 prisonners, 3 wounded.",8,1552576463,CMR,13969,1,True
3319,89063,4613627,566,NIG13834,13834,16/08/2018,43328,2018,2,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Guzamala,,Garunda,12.9975,12.9855,1,Telegram,Other,"On or around 16 August 2018, IS-aligned Boko Haram soldiers attacked Garunda, killing a number of African coalition forces (unknown fatalities coded as 10) and seizing weapons and military equipments.",10,1552576462,NGA,13887,1,False
3323,88791,4613269,566,NIG12994,12994,17/08/2018,43329,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),Farmers (Nigeria),7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,2,Agence France Presse,National,"17 August. Boko Haram kills four farmers in Ali Goshe village, 4 km from Maiduguri.",4,1552576462,NGA,13857,1,True
3322,88782,4613359,120,CAO1567,1567,17/08/2018,43329,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,L'Oeil du Sahel,Subnational,"On 17 August, a trader was killed by BH men between Tolkomari and Bornori Gana, Kolofata.",1,1552576462,CMR,13851,1,False
3320,88764,4613399,566,NIG12997,12997,17/08/2018,43329,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Nigeria (2015-),,1,12,Western Africa,Nigeria,Borno,Ngala,,Wulgo Momaduri,12.2822,14.187000000000001,1,Local sources,Local,"On 17 August, BH men attacked the military camp of Woulgo, Borno. No toll available",0,1552576462,NGA,13846,1,False
3321,88780,4613267,120,CAO1568,1568,17/08/2018,43329,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,L'Oeil du Sahel,Subnational,"On 17 August, 2 people were killed in Hayabe Arabe, Mora, during a raid by BH.",2,1552576462,CMR,13850,1,True
3324,88240,4612822,566,NIG13004,13004,19/08/2018,43331,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Guzamala,,Mairari,12.7559,13.4349,1,Xinhua,International,"On 19 August, BH attacked the Mailari village, Guzamala, Borno, killing 19 people.",19,1552576461,NGA,13792,1,False
3325,87995,4612624,120,CAO1569,1569,20/08/2018,43332,2018,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone Birni,Fadje,12.1486,14.6821,1,L'Oeil du Sahel,Subnational,"On 20 August, a man was killed by BH men in Fadje, Fotokol.",1,1552576461,CMR,13755,1,False
3326,88065,5127084,566,NIG14368,14368,20/08/2018,43332,2018,1,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Kukawa,Kukawa,Kukawa,12.9234,13.5606,2,Vanguard (Nigeria),National,"20 August. Military air task forces bomb Boko Haram camps in Zanari and Tunbun Rego areas, near Lake Chad of Borno State. ""Several"" Boko Haram members were killed during the aerial strikes, coded as 10.",10,1555346747,NGA,13766,1,True
3327,87674,4612506,566,NIG13088,13088,21/08/2018,43333,2018,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction),,2,22,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,3,Daily Trust,National,"21 August. There are unconfirmed reports that Mamman Nur, the leader of Boko Haram's Barnawi Faction was killed by one of his lieutenants. The group, which is based in northern Borno, along Lake Chad has reportedly experienced internal strife as many sought a more hardline approach.",1,1552576461,NGA,13706,1,True
