,cc,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,Cons,BokoHaram,is_urban
1797,331731,4841557,120,CAO480,480,26/11/2015,42334,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Woromari,12.419,14.2069,1,Xinhua News Agency - French,International,"Boko Haram killed one and wounded two, burning buildings in a village near Fotokol.",1,1552577236,CMR,58626,1,False
1796,331705,5021121,120,CAO478,478,26/11/2015,42334,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Mayo-Sava,11.0263,13.9715,2,Radio France Internationale; Xinhua General News Service,International,"Military forces carried out ""mopping up exercises"" against Boko Haram over three days in the Mayo-Sava area of extreme north region, killing around 100 militants and releasing hundreds of their hostages.",34,1553544833,CMR,58610,1,False
1798,331733,4841580,120,CAO479,479,26/11/2015,42334,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Goulfey,Nigue,12.427999999999999,14.7459,1,Xinhua News Agency - French,International,"Boko Haram attacked a suburb of Fotokol, killing one and burning buildings.",1,1552577236,CMR,58628,1,False
1800,331667,4841462,566,NIG8424,8424,27/11/2015,42335,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),Shiite Muslim Group (Nigeria),7,27,Western Africa,Nigeria,Kano,Garum Mallam,,Garum Malam,11.6838,8.3705,2,Agence France Presse,International,"Twenty-two are dead following a Boko Haram suicide bombing on a procession of a Shiite group in Garum Mallam, Dakasoye, south of Kano. Shortly after the attack Boko Haram made a statement, claiming responsibility.",22,1552577236,NGA,58593,1,True
1799,331614,5021122,120,CAO481,481,27/11/2015,42335,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Mayo-Sava,11.0263,13.9715,2,Radio France Internationale; Xinhua General News Service,International,"Military forces carried out ""mopping up exercises"" against Boko Haram over three days in the Mayo-Sava area of extreme north region, killing around 100 militants and releasing hundreds of their hostages.",33,1553544833,CMR,58562,1,False
1801,331537,5021123,120,CAO484,484,28/11/2015,42336,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Mayo-Sava,11.0263,13.9715,2,Radio France Internationale; Xinhua General News Service,International,"Military forces carried out ""mopping up exercises"" against Boko Haram over three days in the Mayo-Sava area of extreme north region, killing around 100 militants and releasing hundreds of their hostages.",33,1553544833,CMR,58515,1,False
1802,331592,4841422,120,CAO482,482,28/11/2015,42336,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Military Forces of Cameroon (1982-),7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone Birni,Dabanga,11.9179,14.6431,1,Associated Press International; Xinhua General News Service; Radio France Internationale; Cameroon POSTline,International,"Two Boko Haram suicide bombers killed themselves and 5 civilians, injuring at least one soldier near the Dabanga military base.",7,1552577235,CMR,58548,1,False
1803,331593,4841423,120,CAO483,483,28/11/2015,42336,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Gouzoudou,11.1106,14.0389,1,Cameroon POSTline,National,"Boko Haram attacked the village of Gouzoudou, killing at least five and burning around a dozen houses.",5,1552577236,CMR,58549,1,False
1804,331475,4841322,566,NIG8427,8427,29/11/2015,42337,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Adamawa,Madagali,Gulak,Gulak,10.7994,13.4622,1,Leadership (Abuja),Subnational,"Military forces and Boko Haram clash in Gulak following an attack on a military base by the latter. Twenty members of Boko Haram, and at least one soldier dead plus 100+ missing. During the battle Boko Haram temporarily dislodged the solders and came to posses their weapons.",21,1552577235,NGA,58475,1,True
1805,331531,4841364,562,NIR415,415,29/11/2015,42337,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,2,Agence France Presse - English; Nigerian Tribune,Regional-international,"Boko Haram killed four, injured two, and burned about 50 homes in a cross-border raid.",4,1552577235,NER,58509,1,True
1806,331532,4841365,566,NIG8429,8429,29/11/2015,42337,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Magumeri,,Magumeri,12.1131,12.8274,2,The Guardian (Nigeria),Subnational,"Boko Haram attacks Gajiganna village in Magumeri LGA on 29/11, killing three villagers and a soldier before carting away a lot of foodstuff into an awaiting pickup van.",4,1552577235,NGA,58510,1,True
1807,331534,4841321,566,NIG8428,8428,29/11/2015,42337,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Biu,,Bam,10.9705,12.0347,1,The Guardian (Nigeria),Subnational,"Boko Haram attacks Bam village of Biu LGA during the morning hours of 30/11, killing four, abducting several girls and destroying the town.",4,1552577235,NGA,58512,1,False
1808,331398,4841300,120,CAO485,485,30/11/2015,42338,2015,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ganse,11.1543,14.0715,1,Associated Press; Cameroon POSTline,National-international,Two soldiers killed by a land mine.,2,1552577235,CMR,58423,1,False
1809,331366,4841214,120,CAO486,486,1/12/2015,42339,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Waza,11.4043,14.5661,1,Associated Press; Cameroon POSTline,National-international,"After two suicide bombers attacked civilians in Waza, a third potential bomber was shot and killed by soldiers.",1,1552577235,CMR,58399,1,False
1810,331381,4841223,120,CAO487,487,1/12/2015,42339,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Waza,11.4043,14.5661,1,Radio France Internationale; Agence France Presse - English; Associated Press; Cameroon POSTline,International,"At least two suicide bombers detonated in Waza, killing at least six people including themselves.",6,1552577235,CMR,58410,1,False
1811,331388,4841188,566,NIG8438,8438,1/12/2015,42339,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Abadam,Yawa,Abadam,13.6169,13.2644,2,Daily Trust (Abuja),Subnational,"Armed men suspected to be Boko Haram insurgents attacked Gamgara, a farming community in Abadan(m) area of Borno State, killed six men and injured several others in an attack around 8.30pm on 01/12.",6,1552577235,NGA,58416,1,True
1812,331249,4841037,566,NIG8450,8450,3/12/2015,42341,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Hawul,,Sabon Gari,10.5726,12.1583,1,The Sun (Nigeria),National,A suspected Boko Haram suicide bomber kills herself and three others in Sabon Gari.,4,1552577235,NGA,58326,1,False
1813,331250,4841038,566,NIG8449,8449,3/12/2015,42341,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Biu,,Kimba,10.8167,12.4167,1,The Sun (Nigeria),National,A suspected Boko Haram suicide bomber kills herself and two others at a market in Klimba.,3,1552577235,NGA,58327,1,False
1814,331121,4840966,148,CHA605,605,5/12/2015,42343,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Chad),,7,27,Middle Africa,Chad,Lac,Mamdi,Bol,Baga Sola,13.5334,14.3101,2,Agence France Presse - English; Associated Press; Deutsche Welle; Radio France Internationale; Medecins Sans Frontieres,International,Three or four suicide attacks at markets on Loulou Fou or Koulfoua island killed at least 27 people including the attackers and injured more than 80.,27,1552577235,TCD,58251,1,False
1815,331070,4840907,566,NIG8465,8465,6/12/2015,42344,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Chibok,,Takulashi Buladunya,10.7944,12.7504,1,The Sun (Nigeria),National,"Boko Haram attacks Takulashi, Chibok LGA on 06/12, attacking residents and destroying 60 houses. ""Scores injured.""",0,1552577235,NGA,58223,1,False
1816,330877,4840725,566,NIG8472,8472,8/12/2015,42346,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Gwoza,Pulka Bokko,Pulka,11.1767,13.8256,1,Leadership (Abuja),Subnational,"Military forces encounter fleeing Boko Haram at Pulka, kill 100+. The fighters had been fleeing a military ""onslaught"" in Sambisa Forest, no causality exact figures provided from the original clash.",100,1552577235,NGA,58100,1,False
1817,330918,4840774,566,NIG8473,8473,8/12/2015,42346,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Gwoza,Wala Waraba,Sambisa Forest Reserve,11.25,13.4167,1,Leadership (Abuja),Subnational,"Military forces encounter fleeing Boko Haram at Pulka, kill 100+. The fighters had been fleeing a military ""onslaught"" in Sambisa Forest, no causality exact figures provided from the original clash.",10,1552577235,NGA,58121,1,False
1818,330801,4840643,566,NIG8476,8476,9/12/2015,42347,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Yobe,Gujba,Buni Yadi,Buni Yadi,11.2689,11.9994,1,NTA TV,National,"Military forces deliver a ""decisive blow"" to Boko Haram at Buni Yadi, recovering a large amount of weapons. No causalities reported.",0,1552577235,NGA,58038,1,False
1819,330838,4840682,566,NIG8479,8479,9/12/2015,42347,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Yobe,Geidam,,Geidam,12.897,11.9304,2,Daily Trust (Abuja),Subnational,"Military forces clash with Boko Haram Furkati village, Geidam Local Government Area. Five Boko Haram dead, weapons recovered.",5,1552577235,NGA,58065,1,True
1820,330718,4840564,566,NIG8482,8482,10/12/2015,42348,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Biu,Buratai,Buratai,10.9048,12.0886,1,Agence France Presse,International,"Boko Haram attacks Buratai on 18/12 during the early morning hours, sparking a clash with military forces. Fourteen causalities. The town is home to the army chief, leading the military to believe the attack was a response to strategic gains in recent months. On 10/12, Boko Haram attacked nearby Kamuya, which is home to the officers mother.",14,1552577235,NGA,57973,1,False
1821,330675,4840507,120,CAO488,488,11/12/2015,42349,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Agence France Presse - English; Associated Press International; Xinhua General News Service,International,Eight civilians and one suicide bomber were killed in an attack by Boko Haram. 22 injured,9,1552577235,CMR,57935,1,False
1822,330595,4840397,566,NIG8489,8489,12/12/2015,42350,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Biu,,Mangar,10.9869,12.1535,1,Agence France Presse,International,Four are dead following a Boko Haram attack on Mangari on 12/12.,4,1552577234,NGA,57880,1,False
1823,330596,4840399,566,NIG8488,8488,12/12/2015,42350,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Shani,Bargu,Burashika,10.1387,11.9206,1,Agence France Presse,International,Six are dead following a Boko Haram attack on Mangari on 12/12.,6,1552577234,NGA,57881,1,False
1824,330597,4840400,566,NIG8487,8487,12/12/2015,42350,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Biu,,Biu,10.6129,12.1946,2,Agence France Presse,International,Twenty villagers are dead following a Boko Haram attack on Warawara (Biu LGA) on 12/12.,20,1552577234,NGA,57882,1,True
1825,330438,4840288,120,CAO489,489,14/12/2015,42352,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),Vigilante Group (Cameroon),1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Cameroon Tribune; Xinhua General News Service,National-international,A vigilante group discovered a group of female suicide bombers trying to get access to a mosque and alerted the authorities. A vigilante hit one bomber with an arrow and then she detonated her explosive. Security forces killed another bomber without detonation.,2,1552577234,CMR,57760,1,False
1826,330360,4840213,566,NIG8505,8505,15/12/2015,42353,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,2,Daily Trust (Abuja),Subnational,"Boko Haram ambushes a military convoy along Maiduguri-Bama road, killing a lieutenant colonel.",1,1552577234,NGA,57709,1,True
1827,330283,4840137,566,NIG8515,8515,16/12/2015,42354,2015,2,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Biu,,Alagarno,10.8583,12.2005,1,This Day (Lagos),Subnational,"During the week between 12/12 - 18/18 (date not known) military forces battle Boko Haram along the ""Alagarno axis,"" killing fifteen and rescuing hostages. The confrontation was part of a larger operation in the area.",15,1552577234,NGA,57652,1,False
1828,330296,4840090,566,NIG8512,8512,16/12/2015,42354,2015,1,Explosions/Remote violence,Suicide bomb,Civilian JTF: Civilian Joint Task Force,,3,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,23,Western Africa,Nigeria,Borno,Mafa,,Mafa,12.1,13.7,1,Agence France Presse,International,"One ""civilian vigilante"" and four Boko Haram suicide bombers are dead following an attack on a checkpoint in Mafa.",5,1552577234,NGA,57665,1,False
1831,330020,4839861,566,NIG8523,8523,20/12/2015,42358,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Kaga,Benisheikh,Benisheikh,11.8072,12.4909,1,Agence France Presse,International,"A child suicide bomber detonated his explosives, killing himself, two other bombers and six people on the morning of 20/12 in Benisheikh. The bombers were in their mid-teens.",9,1552577234,NGA,57492,1,True
1830,330015,4839860,566,NIG8521,8521,20/12/2015,42358,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Damboa,Damboa Central,Damboa,11.155999999999999,12.7576,1,Agence France Presse,International,"Nigerian troops have killed three Boko Haram fighters and recovered a cache of arms and ammunition following a battle near Damboa in Borno state. Among the dead include a leader known as ""Ameer.""",3,1552577234,NGA,57488,1,True
1829,329990,4839834,566,NIG8522,8522,20/12/2015,42358,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Mafa,Mafa,Mafa,12.1,13.7,2,Agence France Presse,International,"Nigerian forces encounter Boko Haram at Mainari (Mafa LGA), killing nine members of the sect and recovering weapons.",9,1552577234,NGA,57477,1,False
1832,329810,5021524,562,NIR419,419,23/12/2015,42361,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Bosso,Abadam,13.6265,13.2516,1,Xinhua General News Service,International,At least 2 soldiers and 3 civilians were killed and others injured when Boko Haram attacked the village of Abadam.,5,1553544833,NER,57371,1,False
1833,329761,4839604,566,NIG8538,8538,24/12/2015,42362,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Daily Independent (Nigeria),National,"Four suspected Boko Haram suicide bombers kill 14, including themselves, while injuring 39 others. The attack took place in the Sager area of the city on the evening of 24/12.",18,1552577233,NGA,57349,1,True
1834,329723,4839566,566,NIG8540,8540,25/12/2015,42363,2015,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Biu,,Kimba,10.8167,12.4167,1,News Chronicle (Nigeria),National,"Boko Haram attacks Kimba village the evening of 25/12, killing between 13 and 16, abducting or injuring others and burning houses. The source reported Boko Haram had ""taken control of the village.""",13,1552577233,NGA,57331,1,False
1835,329590,4839447,120,CAO490,490,27/12/2015,42365,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Talkomari,11.05,13.9667,1,Xinhua General News Service,International,A Boko Haram suicide bomber killed herself and injured two civilians with a bomb in the village of Tolkomari in the far north.,1,1552577233,CMR,57250,1,False
1836,329600,4839458,566,NIG8543,8543,27/12/2015,42365,2015,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12. [A] Major General of the 7 Division said the militants intended to carry out massive and coordinated suicide mission through Asmari, Damboa check point, Ali Dawari, Molai Kura, Baderi, Jumari villages, all at the outskirts of Maiduguri. This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",7,1552577233,NGA,57260,1,True
1837,329609,4839416,566,NIG8546,8546,27/12/2015,42365,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Ngala,,Isari,12.0833,14.3,1,This Day (Lagos),Subnational,"A pair of Boko Haram suicide bombers detonate themselves near a petrol station in Isari, killing 19. It is believed the attack was in coordination with an attack on Maiduguri, 130km to the west. It was noted the attackers were female.",19,1552577233,NGA,57269,1,False
1838,329612,4839457,566,NIG8544,8544,27/12/2015,42365,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,CAJ News Agency,Regional,"Nigerian forces shoot and kill seven potential suicide bombers (some reports claim 14) attempting to gain access to Maiduguri (at Aladuwari area) on 27/12 This follows the detonation by three of bombers at a nearby mosque, killing 25 and injuring 85. The bombers were reported to be teen-aged girls.",25,1552577233,NGA,57272,1,True
1839,329532,4839331,120,CAO491,491,28/12/2015,42366,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Bodo,12.3666,14.4555,1,Xinhua General News Service; Xinhua News Agency - French,International,Two Boko Haram suicide bombers killed themselves and injured one other; they detonated their explosives as they ran away from villagers who foiled their plan to attack civilians.,2,1552577233,CMR,57215,1,False
1840,329544,4839342,566,NIG8547,8547,28/12/2015,42366,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Maiduguri,,Maiduguri,11.8464,13.1603,1,Agence France Presse,International,"Boko Haram conduct a additional suicide attacks on a Maiduguri mosque in Sulemanti ward, a day following a series of attacks on the town. Twenty reported dead, though accounts vary, some numbering the dead as high as 40.",20,1552577233,NGA,57227,1,True
1841,329545,4839343,566,NIG8549,8549,28/12/2015,42366,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Adamawa,Madagali,Madagali,Madagali,10.8864,13.63,1,The Guardian,National,"Suspected Boko Haram suicide bombers attack a Madagali motor park on 28/12, killing between 30 and 50 and injuring many others. The attack occurred at 9am.",30,1552577233,NGA,57228,1,True
1842,329452,4839299,120,CAO492,492,29/12/2015,42367,2015,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,Cameroon Tribune,National,"Two Boko Haram suicice bombers detonated explosives outside a mosque, killing themselves and injuring 27.",2,1552577233,CMR,57174,1,True
1843,329042,4838858,120,CAO1034,1034,2/01/2016,42371,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Cameroon),,3,23,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Mozogo,10.9638,13.9065,1,Local sources,Local,"On 2 January, gunshots were heard after a Boko-Haram incursion in Mozogo. 2 dead.",2,1552577233,CMR,57017,1,False
1844,328740,4838679,120,CAO493,493,3/01/2016,42372,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Communal Militia (Cameroon),Vigilante Group (Cameroon),4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Radio France Internationale,International,"A vigilante group chased away a Boko Haram suicide bomber, who then detonated, killing only herself.",1,1552577232,CMR,56965,1,False
1845,328526,4838374,120,CAO494,494,4/01/2016,42373,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Makari,12.5628,14.4442,2,Africa News,Regional,an attack by Boko Haram against the village of Ouro-Mari in the Makary Subdivision is foiled by a military response.,0,1552577232,CMR,56901,1,False
1846,328588,5021124,120,CAO495,495,4/01/2016,42373,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Police Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone Birni,Dabanga,11.9179,14.6431,2,Xinhua News Agency - French,International,"Boko Haram ambushed a vehicle transporting the Special Commissioner to Dabanga and the local chief of police, Ismaila Sago, kidnapping them. Two civilians dead.",2,1553544833,CMR,56929,1,False
1847,328589,4838432,120,CAO1035,1035,4/01/2016,42373,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,Local sources,Local,"On 4 January, the FMM attacked BH elements who infiltrated Walashi refugees in Malashi, Mayo Sava. One dead.",1,1552577232,CMR,56930,1,True
1848,328711,4838386,566,NIG8572,8572,4/01/2016,42373,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Western Africa,Nigeria,Borno,Gwoza,Ngoshe,Gwoza,11.084000000000001,13.6925,2,Daily Independent (Lagos),Subnational,"A Boko Haram suicide bomber detonates a pack at Izge Gwoza and Izge Dambuwa in Gwoza Local Government area of Borno State at the border of Adamawa State, killing 26.",26,1552577232,NGA,56959,1,True
1849,328488,4838215,120,CAO1036,1036,5/01/2016,42374,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Kousseri,Kousseri,12.0769,15.0306,2,Local sources,Local,"On 5 January, BH elements attacked Oulou Msao, Logone et Chari. One killed and 70 houses burned.",1,1552577232,CMR,56891,1,True
1850,328298,4838116,562,NIR422,422,6/01/2016,42375,2016,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Unidentified Armed Group (Niger),,3,23,Western Africa,Niger,Diffa,Diffa,Bosso,Abadam,13.6265,13.2516,1,UNOCHA,Other,Attack or clash reported involving Boko Haram; casualties unknown.,0,1552577232,NER,56843,1,False
1851,328005,4837859,566,NIG8588,8588,7/01/2016,42376,2016,1,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Nigeria,Borno,Dikwa,Dikwa,Dikwa,12.024000000000001,13.9165,1,Associated Press,International,"Military forces reported they have rescued 3,212 trapped civilians following a firelight in Dikwa with Boko Haram on 07/01. Causalities not known.",0,1552577231,NGA,56775,1,False
1852,328141,4837938,120,CAO496,496,7/01/2016,42376,2016,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ashigashiya,11.128,13.8762,1,LOiel du Sahel,Subnational,"Boko Haram incursion; one farmer killed, two women kidnapped.",1,1552577231,CMR,56805,1,True
1853,327961,4837669,120,CAO498,498,8/01/2016,42377,2016,1,Explosions/Remote violence,Suicide bomb,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Xinhua News Agency - French,International,Boko Haram suicide bomber killed himself and injured three in a mosque in Danke village near Kolofata.,1,1552577231,CMR,56753,1,False
